Passenger_ID,Flight_ID,Airline,Departure_Airport,Arrival_Airport,Departure_Time,Flight_Duration_Minutes,Flight_Status,Distance_Miles,Price_USD,Age,Gender,Income_Level,Travel_Purpose,Seat_Class,Bags_Checked,Frequent_Flyer_Status,Check_in_Method,Flight_Satisfaction_Score,Delay_Minutes,Booking_Days_In_Advance,No_Show,Weather_Impact,Seat_Selected,Booking_Lead_Time
P5140,F1660,Southwest,SEA,LAX,2024-06-29 03:10:44,258,On-time,1026,203.68,64,Female,Medium,Business,Economy,0,,Mobile App,7.126382105663752,10.0,12,0,1,Middle,31
P5141,F1662,Southwest,LAX,DFW,2023-11-23 19:19:03,165,On-time,1409,443.63,25,Male,Low,Family,Economy,0,Silver,Mobile App,7.283551578880982,7.0,116,0,0,Aisle,74
P5142,F914,Southwest,SFO,SFO,2025-03-29 19:28:33,114,On-time,1437,359.74,57,Female,High,Leisure,Premium Economy,0,Silver,Mobile App,7.9233488491101784,4.0,11,0,1,Middle,7
P5143,F715,JetBlue,JFK,ATL,2023-06-16 22:16:33,167,On-time,939,490.6,47,Female,High,Family,Business,0,,Desk,9.544043945108362,7.0,66,0,0,Middle,96
P5144,F200,Southwest,LAX,DEN,2024-12-13 18:44:24,96,On-time,1099,502.7,52,Male,Low,Leisure,Economy,1,Platinum,Desk,8.439527293488558,4.0,102,0,0,Window,86
P5145,F1109,Southwest,DFW,SFO,2024-06-01 22:28:55,208,On-time,1174,605.55,60,Female,Medium,Leisure,Economy,1,,Airport Kiosk,6.904805271834408,6.0,81,0,0,Window,88
P5146,F1886,American Airlines,DEN,ATL,2024-06-06 13:03:50,215,On-time,1348,294.78,35,Female,High,Leisure,Premium Economy,3,Platinum,Desk,7.832600306457843,16.0,4,1,0,Window,119
P5147,F1178,American Airlines,ORD,ORD,2024-08-18 00:30:27,145,Cancelled,794,273.22,37,Female,Medium,Family,Business,0,,Mobile App,8.199199996663179,23.0,15,0,0,Window,71
P5148,F1575,American Airlines,JFK,DFW,2023-09-05 15:52:45,168,On-time,1022,339.54,60,Male,Medium,Family,Premium Economy,0,Gold,Online,7.589895295717243,0.0,15,0,0,Middle,44
P5149,F1484,United,ATL,DEN,2024-10-05 19:40:53,104,On-time,1416,437.91,73,Male,Low,Business,Economy,0,Gold,Airport Kiosk,7.372591262223016,29.0,114,0,0,Window,85
P5150,F493,Delta,SFO,DFW,2025-01-30 11:17:02,119,Cancelled,1392,592.43,54,Female,Low,Family,Economy,2,Silver,Airport Kiosk,7.685933505283886,10.0,81,0,0,Window,58
P5151,F1600,JetBlue,ATL,DEN,2024-02-15 20:11:13,107,On-time,842,453.36,48,Female,Medium,Business,Premium Economy,1,,Online,7.2046978838891835,10.0,82,0,0,Middle,3
P5152,F102,Southwest,SEA,SEA,2025-03-17 18:04:24,85,On-time,1242,264.69,54,Male,Low,Emergency,Economy,1,Silver,Airport Kiosk,8.763128975343434,0.0,62,0,1,Aisle,103
P5153,F1773,Delta,SFO,DEN,2024-12-31 10:34:40,79,On-time,878,487.36,38,Female,Low,Leisure,Economy,2,Silver,Desk,7.548359809771932,10.0,58,1,0,Window,66
P5154,F452,Delta,SFO,SEA,2024-05-11 00:34:14,77,On-time,1650,241.44,48,Male,Medium,Business,Business,1,,Desk,7.456391705358914,9.0,95,0,0,Aisle,28
P5155,F1721,Southwest,JFK,JFK,2025-02-15 15:47:32,200,On-time,1697,359.32,29,Male,Medium,Business,Premium Economy,2,,Online,8.333298727543596,5.0,26,0,0,Aisle,104
P5156,F724,JetBlue,LAX,ORD,2023-06-07 00:17:40,203,On-time,978,344.91,48,Female,Low,Business,Premium Economy,1,Gold,Online,7.705476852551881,5.0,6,0,1,Middle,28
P5157,F610,American Airlines,ORD,ATL,2023-07-11 15:27:42,166,On-time,1043,383.67,47,Male,Medium,Business,Economy,1,Silver,Mobile App,7.69944703518905,34.0,32,0,0,Middle,97
P5158,F615,JetBlue,DFW,SFO,2024-09-24 18:27:14,327,On-time,1351,264.49,45,Male,Low,Emergency,First,3,Platinum,Airport Kiosk,9.705602050321692,4.0,53,0,0,Middle,97
P5159,F1184,Delta,JFK,ATL,2024-06-26 19:54:08,182,On-time,641,484.02,71,Male,Low,Emergency,Premium Economy,0,,Desk,7.161282424881246,12.0,52,0,0,Aisle,27
P5160,F1541,JetBlue,ORD,DFW,2023-06-25 08:54:50,262,On-time,1699,436.16,72,Female,Medium,Leisure,Economy,1,,Desk,8.031761862143291,2.0,70,0,0,Aisle,76
P5161,F1917,Delta,JFK,LAX,2023-05-18 13:48:07,213,On-time,1114,475.44,21,Female,Low,Business,Economy,1,,Airport Kiosk,7.522343208846808,2.0,45,0,0,Window,78
P5162,F287,JetBlue,ATL,DFW,2024-05-03 21:02:13,258,On-time,1484,294.06,72,Female,Medium,Family,Economy,2,Platinum,Online,8.47025838817505,8.0,80,0,0,Window,86
P5163,F1546,Delta,ATL,JFK,2023-04-28 20:46:17,189,On-time,1295,311.1,59,Female,Low,Leisure,Economy,3,Silver,Desk,7.807244728092806,2.0,46,0,0,Aisle,43
P5164,F1415,JetBlue,DEN,ORD,2024-03-26 01:56:57,262,On-time,1021,439.46,65,Female,Medium,Leisure,Economy,0,Gold,Online,7.134192785666778,10.0,59,0,0,Window,89
P5165,F427,Southwest,SEA,JFK,2025-03-30 04:10:04,248,On-time,1269,408.18,41,Male,Low,Business,Economy,3,,Online,7.4679499738441075,0.0,46,0,0,Aisle,3
P5166,F122,Southwest,DEN,LAX,2023-06-22 08:03:57,165,On-time,1492,252.84,66,Female,Medium,Business,Economy,0,,Online,7.014434263601902,18.0,92,0,0,Window,89
P5167,F146,Delta,DFW,ORD,2025-01-21 04:58:40,122,On-time,1157,465.88,77,Female,Low,Emergency,Premium Economy,0,Platinum,Desk,7.980561728199653,9.0,116,0,0,Middle,103
P5168,F1127,American Airlines,SEA,JFK,2025-04-08 01:53:30,80,On-time,1547,634.37,66,Female,Medium,Emergency,Economy,4,Silver,Desk,7.225794005015926,15.0,25,0,0,Middle,8
P5169,F1291,JetBlue,ORD,SEA,2023-04-25 09:03:04,181,On-time,1033,645.47,19,Male,Medium,Business,Premium Economy,1,,Airport Kiosk,8.368225190061217,24.0,21,0,0,Aisle,118
P5170,F1313,Southwest,LAX,DEN,2025-04-10 15:15:11,175,On-time,704,415.45,33,Male,High,Family,Economy,1,,Online,6.985979101014738,10.0,29,0,0,Middle,4
P5171,F1716,United,DFW,SFO,2023-12-23 08:03:12,168,On-time,1281,227.77,24,Male,Medium,Family,Economy,2,,Airport Kiosk,6.779248802348675,1.0,100,0,0,Window,55
P5172,F543,Southwest,ORD,JFK,2024-03-01 03:41:38,184,On-time,1187,291.77,54,Female,Medium,Family,Business,1,Gold,Desk,8.087340758689761,6.0,89,0,0,Middle,95
P5173,F989,Southwest,ORD,LAX,2023-05-23 13:47:52,156,On-time,660,435.95,68,Male,Low,Family,Premium Economy,2,Silver,Online,8.61601319538177,9.0,28,0,0,Aisle,83
P5174,F529,United,ORD,ATL,2023-11-17 21:04:03,214,Delayed,859,160.67,33,Male,High,Family,Economy,0,Gold,Desk,7.51423850631215,2.0,29,0,0,Aisle,49
P5175,F1530,American Airlines,ATL,SFO,2024-11-18 11:35:22,125,On-time,696,424.16,39,Male,High,Emergency,Business,3,Gold,Desk,9.089590474099706,24.0,117,0,0,Window,74
P5176,F119,Southwest,LAX,JFK,2023-05-25 04:46:15,172,Cancelled,969,454.11,76,Female,High,Family,Economy,0,,Online,6.337928921989522,8.0,11,0,0,Middle,14
P5177,F1796,Delta,DEN,LAX,2025-04-14 08:25:00,100,On-time,1348,341.9,53,Female,High,Emergency,Economy,2,,Mobile App,7.406104857740526,11.0,93,0,1,Aisle,31
P5178,F615,JetBlue,DEN,LAX,2024-02-19 12:22:46,272,On-time,1888,384.56,47,Female,Low,Business,Economy,4,,Mobile App,8.298111255326967,8.0,118,0,0,Window,27
P5179,F330,JetBlue,SFO,SEA,2023-07-21 00:50:50,220,On-time,1478,417.59,64,Male,Low,Business,Business,2,Gold,Desk,7.565406016282543,5.0,63,0,0,Middle,21
P5180,F1894,United,DFW,SFO,2023-09-15 21:53:21,190,On-time,955,437.24,69,Male,Medium,Emergency,Economy,1,Silver,Online,7.706553556446852,2.0,77,0,0,Middle,104
P5181,F1290,United,ATL,JFK,2024-07-20 17:16:25,145,On-time,880,214.49,37,Female,Medium,Family,Economy,0,,Mobile App,6.938364689194714,7.0,37,0,0,Middle,16
P5182,F1744,United,JFK,DFW,2023-06-26 21:02:50,156,On-time,1298,335.52,30,Male,Low,Leisure,Economy,1,Silver,Mobile App,7.043190233711145,1.0,64,0,0,Window,58
P5183,F618,American Airlines,LAX,JFK,2024-04-30 20:10:21,244,On-time,1202,376.52,63,Female,High,Family,First,2,,Mobile App,9.61174235998859,3.0,4,0,0,Middle,89
P5184,F21,United,SEA,SFO,2023-11-03 23:16:00,120,On-time,1426,369.47,21,Male,High,Leisure,Business,0,Silver,Desk,7.345386185291894,47.0,53,1,0,Middle,107
P5185,F859,JetBlue,DEN,ORD,2024-05-28 15:32:26,203,Cancelled,938,361.04,41,Female,Medium,Emergency,Economy,2,,Desk,8.457959567231093,2.0,85,0,0,Window,70
P5186,F889,Delta,DEN,SFO,2025-02-04 15:03:55,202,Delayed,968,347.3,35,Female,Low,Leisure,Economy,2,,Online,7.478276936498044,14.0,64,0,1,Aisle,105
P5187,F718,American Airlines,DEN,ATL,2023-06-20 05:29:05,114,Cancelled,1517,135.19,24,Male,Medium,Leisure,Premium Economy,0,,Online,6.801512773102881,10.0,32,0,0,Aisle,56
P5188,F40,American Airlines,SEA,ORD,2024-07-04 09:52:45,233,Cancelled,899,422.83,38,Male,Medium,Emergency,Economy,0,,Airport Kiosk,6.105131320823411,14.0,12,0,0,Window,25
P5189,F1948,Delta,ORD,LAX,2024-03-18 09:12:40,210,Cancelled,1051,324.39,61,Female,High,Emergency,Economy,2,Silver,Online,6.743148457483797,1.0,5,0,0,Middle,24
P5190,F233,American Airlines,LAX,DEN,2023-12-29 05:41:43,245,On-time,1008,354.02,72,Female,Medium,Emergency,Premium Economy,2,Silver,Mobile App,7.87073230287502,3.0,62,0,0,Aisle,9
P5191,F1668,United,DEN,LAX,2023-05-15 03:21:30,238,On-time,1198,271.91,68,Male,Medium,Emergency,Economy,0,,Online,7.672372906207991,4.0,62,0,0,Aisle,44
P5192,F1083,American Airlines,SEA,SFO,2023-12-30 23:10:50,194,On-time,1118,336.31,67,Female,Medium,Emergency,Economy,2,Gold,Desk,7.1070703026031214,9.0,6,0,0,Aisle,82
P5193,F500,United,LAX,SFO,2024-01-06 21:38:03,46,On-time,230,291.58,46,Male,Low,Emergency,Economy,0,Silver,Desk,7.390277623413227,5.0,100,0,0,Middle,10
P5194,F1166,United,SFO,DFW,2023-05-26 04:09:21,158,On-time,1136,503.04,77,Female,Medium,Leisure,First,3,,Online,9.111475650593968,1.0,48,0,0,Middle,76
P5195,F1657,United,LAX,DFW,2024-07-20 03:02:12,169,On-time,535,280.0,39,Female,Medium,Business,Business,2,,Mobile App,8.614299163675636,6.0,88,0,0,Aisle,52
P5196,F416,American Airlines,JFK,DFW,2024-06-11 03:33:34,146,Delayed,1539,406.28,53,Male,Medium,Family,Economy,1,,Desk,7.253795548025885,0.0,79,0,1,Aisle,71
P5197,F876,Southwest,JFK,JFK,2024-09-18 10:59:26,155,On-time,750,324.17,41,Female,Medium,Family,Business,2,Gold,Airport Kiosk,7.987424352369207,2.0,54,1,0,Window,103
P5198,F775,Southwest,ATL,ATL,2024-08-10 11:04:42,128,Cancelled,1147,361.46,34,Male,Medium,Business,First,1,,Desk,8.87056406120437,5.0,115,0,0,Window,67
P5199,F98,United,DFW,DEN,2024-11-15 10:52:17,177,On-time,1765,346.07,61,Male,Low,Emergency,Economy,1,,Desk,7.207715985992887,0.0,95,0,0,Window,110
P5200,F391,JetBlue,DFW,SFO,2025-04-17 07:34:24,87,On-time,919,367.32,47,Female,Medium,Emergency,Economy,0,,Mobile App,8.377454119995956,8.0,53,0,1,Window,94
P5201,F497,American Airlines,DEN,ATL,2024-09-27 01:40:08,185,On-time,1260,390.26,60,Male,Medium,Business,Economy,3,Gold,Airport Kiosk,6.92148975565272,14.0,81,0,0,Window,27
P5202,F1720,Southwest,SEA,SFO,2023-10-11 16:36:12,273,Delayed,987,527.28,70,Female,Medium,Family,Economy,2,Silver,Desk,7.672092403148426,3.0,100,0,0,Middle,74
P5203,F1909,Southwest,JFK,DEN,2024-08-15 00:36:40,130,On-time,1061,457.38,46,Male,Low,Leisure,Economy,1,Silver,Online,7.701495244331445,3.0,111,1,1,Window,106
P5204,F1238,American Airlines,SFO,ATL,2024-02-20 18:47:23,184,On-time,1073,415.04,48,Female,Medium,Leisure,Business,0,,Desk,7.908979947471834,3.0,85,0,0,Middle,64
P5205,F1018,Delta,SFO,SFO,2024-04-19 19:47:38,207,On-time,1343,402.84,56,Male,Low,Emergency,Economy,1,,Airport Kiosk,7.569521954361496,1.0,35,0,0,Window,48
P5206,F993,Delta,JFK,DEN,2023-11-07 02:13:37,184,On-time,248,185.55,19,Female,Medium,Emergency,Business,0,,Mobile App,8.31547488911198,5.0,106,0,0,Window,46
P5207,F1010,American Airlines,SEA,SFO,2024-02-26 07:29:48,165,On-time,1601,328.24,61,Male,Medium,Business,Economy,0,,Online,7.641032843327632,6.0,8,0,0,Middle,51
P5208,F321,JetBlue,ATL,SEA,2024-12-23 23:46:25,226,On-time,1240,272.15,61,Female,Low,Leisure,Premium Economy,2,Silver,Desk,7.867044199072222,16.0,66,0,0,Middle,101
P5209,F1642,Delta,SFO,ORD,2023-07-02 13:34:35,101,On-time,1358,275.11,57,Female,High,Leisure,First,0,Silver,Online,8.441755276715105,3.0,11,0,1,Middle,87
P5210,F1626,American Airlines,DEN,SEA,2023-08-23 00:45:08,284,Delayed,1154,239.42,19,Male,Low,Family,Premium Economy,1,Silver,Online,8.19648374770827,5.0,5,0,0,Aisle,53
P5211,F1331,American Airlines,ATL,SFO,2023-10-23 09:25:46,187,On-time,1698,194.52,28,Male,Low,Business,Premium Economy,2,,Online,7.76365483922462,12.0,36,0,1,Aisle,59
P5212,F300,JetBlue,SFO,LAX,2023-12-11 09:34:54,149,On-time,1227,379.05,18,Female,Low,Leisure,Business,0,,Online,7.738402853541774,3.0,49,0,0,Middle,56
P5213,F463,Southwest,SEA,ORD,2024-02-20 13:02:58,226,On-time,1377,448.52,18,Female,Medium,Emergency,Economy,0,Platinum,Airport Kiosk,7.390197300871953,23.0,118,1,0,Window,46
P5214,F1904,United,JFK,DEN,2023-10-06 08:36:23,85,On-time,1344,344.47,77,Male,Medium,Leisure,Economy,0,Platinum,Online,6.569380089798728,9.0,95,0,0,Window,30
P5215,F1754,JetBlue,DFW,ATL,2025-02-10 22:32:05,156,On-time,1890,280.36,22,Male,High,Business,Premium Economy,2,Gold,Online,8.289172785757303,8.0,118,0,0,Middle,104
P5216,F1877,Southwest,LAX,DEN,2024-12-28 13:08:31,200,On-time,1247,359.12,48,Female,High,Family,Business,2,Silver,Airport Kiosk,8.320925653076833,10.0,78,0,0,Middle,45
P5217,F381,United,DEN,JFK,2025-03-18 00:34:34,220,Delayed,928,413.04,41,Male,High,Business,Economy,1,Platinum,Airport Kiosk,7.752468056597585,2.0,9,0,0,Middle,113
P5218,F1495,Southwest,DFW,SEA,2024-05-13 19:04:53,166,On-time,1184,250.6,63,Male,Medium,Emergency,Premium Economy,1,,Desk,7.134197684793893,23.0,91,0,0,Middle,25
P5219,F835,Southwest,ORD,ORD,2024-09-14 05:48:54,69,On-time,795,256.99,36,Female,Medium,Family,Economy,0,Silver,Desk,8.112705130749237,3.0,108,0,0,Middle,112
P5220,F78,American Airlines,JFK,ORD,2023-12-12 04:03:48,201,On-time,1450,271.7,73,Male,Medium,Leisure,Premium Economy,0,,Desk,8.31482310874515,21.0,60,0,0,Aisle,113
P5221,F102,United,DEN,SEA,2024-11-21 03:05:57,147,On-time,854,214.68,24,Male,Medium,Emergency,Premium Economy,1,Silver,Airport Kiosk,7.668901028879051,5.0,29,0,0,Aisle,4
P5222,F1794,Southwest,SEA,SEA,2024-02-02 06:44:57,176,On-time,1416,293.69,66,Female,Medium,Leisure,Premium Economy,0,,Online,8.584221460859798,4.0,72,0,0,Middle,83
P5223,F860,Delta,JFK,DEN,2023-05-06 23:46:22,77,Cancelled,1494,250.25,65,Male,Medium,Business,Economy,1,Silver,Airport Kiosk,7.8801698213693845,3.0,77,0,0,Window,51
P5224,F1879,Southwest,ATL,SFO,2024-12-21 15:53:08,226,On-time,983,547.49,47,Male,High,Leisure,Premium Economy,0,Silver,Online,8.08403388408459,1.0,18,0,0,Aisle,104
P5225,F1230,Southwest,ORD,SFO,2023-10-28 06:14:49,142,On-time,1018,319.57,31,Male,Medium,Business,Business,1,Silver,Online,9.108579883937471,0.0,55,0,0,Middle,74
P5226,F1915,Southwest,SFO,ORD,2025-02-08 13:10:06,134,On-time,1560,309.83,51,Male,Medium,Business,Business,2,Gold,Online,9.869907126860696,0.0,16,0,1,Aisle,119
P5227,F1049,Delta,SEA,ATL,2024-06-05 05:13:34,200,On-time,1056,353.42,48,Male,Low,Family,First,2,,Airport Kiosk,9.126416852858464,9.0,119,0,0,Middle,53
P5228,F1963,American Airlines,LAX,JFK,2024-12-08 04:23:58,54,On-time,847,317.45,24,Female,Low,Emergency,Economy,3,,Airport Kiosk,7.458359308735078,0.0,57,0,0,Aisle,32
P5229,F1491,Southwest,ATL,ATL,2024-05-31 08:29:36,148,On-time,1222,227.76,78,Female,Low,Family,Premium Economy,0,Silver,Online,7.164525436245279,31.0,18,0,0,Aisle,49
P5230,F208,JetBlue,ATL,LAX,2024-04-02 20:47:05,171,On-time,1412,397.31,39,Male,Low,Emergency,Business,0,,Mobile App,8.047017509928414,10.0,71,0,0,Window,37
P5231,F34,United,SFO,SEA,2024-10-11 12:35:03,183,On-time,1634,389.36,54,Female,Medium,Family,Economy,2,,Online,6.7760924999456655,12.0,93,0,0,Aisle,26
P5232,F68,American Airlines,ATL,LAX,2023-07-23 19:04:15,275,Cancelled,1467,232.24,79,Female,Low,Emergency,Economy,2,Silver,Mobile App,8.125735089234086,11.0,17,0,0,Window,97
P5233,F394,American Airlines,SFO,ATL,2023-11-11 02:14:01,88,On-time,1267,485.64,19,Female,Low,Emergency,Business,0,Silver,Online,8.265573871992244,2.0,18,0,0,Middle,14
P5234,F1853,Southwest,LAX,LAX,2024-08-13 18:33:16,180,On-time,937,378.07,68,Male,Medium,Family,Premium Economy,0,,Desk,7.8700298087617515,15.0,110,0,0,Aisle,95
P5235,F1178,United,ORD,SFO,2024-02-01 16:41:33,196,On-time,1047,157.86,27,Female,Medium,Family,Economy,2,Silver,Online,8.093262491205044,1.0,70,1,0,Aisle,60
P5236,F1449,Delta,LAX,SFO,2023-11-12 14:43:39,247,On-time,846,345.8,21,Male,Medium,Family,Business,1,Platinum,Online,7.915408882422036,7.0,60,1,1,Middle,20
P5237,F743,Southwest,ATL,JFK,2023-06-15 12:05:58,204,Delayed,1854,340.81,66,Male,Medium,Business,Economy,0,,Mobile App,6.856087083880289,20.0,85,0,0,Middle,45
P5238,F557,Delta,ORD,SFO,2024-02-05 12:13:21,66,On-time,1193,378.38,48,Male,Low,Business,Economy,0,,Online,6.442661416057566,23.0,30,0,0,Aisle,68
P5239,F1190,American Airlines,JFK,DEN,2023-06-15 17:03:43,223,On-time,1692,320.69,76,Male,Low,Emergency,Economy,0,Silver,Mobile App,6.910357773990904,8.0,112,0,1,Window,5
P5240,F517,American Airlines,JFK,ATL,2023-06-13 02:44:53,143,Cancelled,808,502.32,36,Male,Medium,Business,Economy,0,Silver,Mobile App,7.4395799150487845,0.0,9,0,0,Aisle,37
P5241,F1056,Southwest,ATL,JFK,2024-06-09 00:22:05,212,On-time,1368,471.72,68,Female,Low,Family,Economy,2,,Desk,6.8803095308731175,13.0,107,1,0,Window,61
P5242,F1099,JetBlue,SFO,LAX,2024-01-19 22:23:22,117,On-time,1069,336.66,18,Male,High,Emergency,Economy,5,,Airport Kiosk,6.6254641812006785,19.0,36,0,0,Aisle,85
P5243,F969,American Airlines,ORD,SEA,2023-11-28 12:51:39,62,On-time,725,606.7,28,Male,High,Leisure,Economy,0,,Desk,6.675982760398289,22.0,4,0,0,Window,61
P5244,F35,United,LAX,SFO,2024-11-20 20:05:58,184,On-time,927,311.9,74,Female,Medium,Leisure,Economy,2,,Online,7.607331362077422,0.0,12,0,0,Window,81
P5245,F40,United,ATL,DEN,2025-02-07 14:58:41,184,On-time,1954,333.74,51,Male,Medium,Family,Business,0,,Online,8.66870675954187,1.0,8,0,0,Middle,77
P5246,F369,American Airlines,LAX,LAX,2025-01-20 23:45:36,249,Delayed,1104,351.82,67,Female,Low,Emergency,Economy,0,Silver,Airport Kiosk,8.105386875154867,0.0,81,0,0,Window,73
P5247,F1492,Southwest,LAX,SEA,2025-03-08 17:53:22,197,Delayed,1069,351.59,75,Male,Medium,Family,First,0,Gold,Airport Kiosk,8.708022373753922,11.0,71,0,0,Middle,45
P5248,F1985,Delta,ATL,SEA,2024-10-28 03:51:47,201,On-time,1272,241.53,21,Female,Low,Family,Premium Economy,1,Silver,Airport Kiosk,7.616767830149493,6.0,12,1,1,Window,12
P5249,F197,United,ORD,JFK,2023-09-11 18:38:41,176,On-time,1383,362.56,27,Male,High,Leisure,First,1,,Mobile App,9.177162058095067,3.0,100,0,0,Middle,94
P5250,F1370,JetBlue,SEA,ORD,2024-09-03 16:41:35,244,Cancelled,940,452.69,24,Male,Low,Emergency,Premium Economy,0,,Online,7.858850491760283,18.0,81,0,0,Middle,93
P5251,F1245,United,DEN,SEA,2024-12-12 09:36:08,223,On-time,1354,122.97,65,Male,Medium,Leisure,Premium Economy,1,,Airport Kiosk,7.136118299339649,0.0,18,0,0,Aisle,2
P5252,F1624,JetBlue,SFO,ORD,2023-07-25 19:55:48,126,On-time,1002,538.09,67,Female,Medium,Emergency,Economy,1,Platinum,Online,7.960412177835845,9.0,26,0,0,Middle,93
P5253,F250,Southwest,SEA,SEA,2023-12-27 13:26:56,197,On-time,1877,239.52,70,Female,Medium,Family,Economy,2,Platinum,Mobile App,6.695515106012463,4.0,2,0,0,Window,5
P5254,F1063,United,SEA,LAX,2025-04-18 20:16:46,141,On-time,1471,230.15,43,Male,Medium,Business,Economy,0,Silver,Desk,6.6363567389369855,37.0,54,0,1,Middle,92
P5255,F290,Delta,ORD,DEN,2024-07-05 21:24:24,156,On-time,1206,269.2,59,Male,Medium,Business,Economy,0,,Airport Kiosk,6.296684063138224,11.0,75,0,0,Aisle,7
P5256,F682,Southwest,DFW,DFW,2023-11-13 17:29:48,233,Delayed,957,388.4,52,Female,High,Family,Economy,1,Gold,Desk,7.787522320535836,14.0,97,0,0,Aisle,43
P5257,F1528,Southwest,DEN,ATL,2023-10-03 02:56:18,240,On-time,855,338.98,21,Male,Low,Business,Economy,0,,Online,7.959866823744932,12.0,16,0,0,Window,108
P5258,F524,Delta,LAX,ATL,2023-06-03 17:29:20,315,Cancelled,1316,341.29,67,Female,Medium,Business,Economy,3,Silver,Online,7.5865108336084655,10.0,39,0,0,Window,106
P5259,F543,Delta,DEN,DEN,2024-04-14 02:22:12,214,On-time,1396,351.62,27,Male,Low,Business,Business,0,Silver,Desk,9.24403255204946,11.0,79,0,0,Middle,107
P5260,F1010,United,ORD,ATL,2023-08-14 00:32:05,183,Cancelled,1057,264.48,64,Female,Low,Emergency,Premium Economy,1,Gold,Online,7.975755421964377,7.0,97,0,0,Window,32
P5261,F1179,JetBlue,LAX,DFW,2025-04-05 05:53:34,272,Delayed,1143,301.92,64,Male,High,Family,Economy,0,,Desk,7.759689070913713,31.0,19,0,0,Middle,80
P5262,F1073,Delta,SFO,DFW,2025-01-25 15:48:18,179,On-time,1099,398.45,57,Male,Medium,Business,Business,1,Gold,Desk,8.555391127679943,2.0,104,0,0,Middle,111
P5263,F1991,United,ORD,DFW,2023-08-28 04:44:34,173,On-time,718,-14.92,76,Female,High,Emergency,Economy,4,Platinum,Airport Kiosk,7.282453823526221,6.0,17,0,0,Window,74
P5264,F355,American Airlines,ATL,DFW,2023-10-16 04:59:03,247,On-time,884,460.77,52,Male,Medium,Family,Economy,0,Gold,Online,7.143035663708468,3.0,18,0,0,Aisle,76
P5265,F675,American Airlines,DFW,SFO,2024-07-11 05:13:11,159,On-time,1370,332.7,75,Female,Low,Family,Premium Economy,1,Silver,Mobile App,8.017027357530447,11.0,111,0,0,Window,49
P5266,F138,Southwest,DFW,DEN,2023-11-25 08:24:26,165,On-time,964,91.63,55,Female,High,Emergency,Economy,1,Silver,Airport Kiosk,7.586491009593814,2.0,3,0,0,Middle,10
P5267,F868,Delta,LAX,DFW,2024-11-06 22:47:58,115,Delayed,1015,379.06,72,Female,High,Business,Economy,2,Gold,Airport Kiosk,7.360834275373214,12.0,71,0,0,Aisle,94
P5268,F602,Southwest,DFW,LAX,2024-11-07 13:33:31,22,On-time,1697,379.09,44,Female,Medium,Family,Economy,2,,Airport Kiosk,7.5939920205891145,12.0,82,0,0,Middle,27
P5269,F633,Delta,ATL,LAX,2024-01-26 15:18:26,220,On-time,1660,138.28,25,Female,High,Family,Economy,1,,Airport Kiosk,7.751857195127958,10.0,101,0,0,Window,107
P5270,F1764,United,SEA,ATL,2024-11-26 03:25:59,190,On-time,995,565.04,43,Male,Medium,Emergency,Premium Economy,5,,Airport Kiosk,8.613727556531822,9.0,87,0,1,Window,69
P5271,F270,Delta,ATL,ORD,2024-03-11 06:44:09,181,On-time,1226,-24.15,47,Female,Medium,Emergency,Economy,0,,Desk,7.2514513954563435,7.0,66,0,0,Middle,40
P5272,F1326,Southwest,DFW,ATL,2023-07-31 13:38:41,235,On-time,1234,434.41,46,Male,Medium,Leisure,Economy,1,Platinum,Desk,6.210021176862124,25.0,33,0,0,Middle,15
P5273,F745,American Airlines,DFW,DFW,2024-05-06 11:05:28,252,On-time,1892,419.22,39,Male,Low,Emergency,Business,1,,Online,8.036535163633237,46.0,21,0,0,Window,67
P5274,F1633,United,ATL,SFO,2024-10-09 14:21:23,174,On-time,984,280.57,65,Female,High,Emergency,Economy,2,,Desk,7.866078564408199,8.0,5,0,0,Middle,98
P5275,F405,JetBlue,JFK,ATL,2023-12-07 17:50:25,267,On-time,1374,314.77,69,Female,Medium,Leisure,Premium Economy,0,,Airport Kiosk,7.44130922867343,7.0,47,0,0,Aisle,47
P5276,F659,American Airlines,SEA,DEN,2023-05-05 08:37:03,132,On-time,1382,436.5,66,Female,High,Business,Premium Economy,2,Silver,Online,7.7565251994569975,23.0,62,0,1,Window,55
P5277,F627,United,DEN,ORD,2023-07-16 00:45:41,141,On-time,1069,183.02,32,Male,Low,Leisure,Economy,1,Silver,Airport Kiosk,6.971113453678536,8.0,8,0,0,Middle,63
P5278,F659,Southwest,SFO,ORD,2023-05-02 06:45:55,161,Delayed,940,274.19,38,Male,Low,Business,Economy,1,Silver,Mobile App,7.949891277787122,11.0,20,0,0,Aisle,58
P5279,F1338,Delta,ATL,LAX,2024-12-23 07:49:40,198,On-time,1521,197.23,72,Male,Medium,Family,Economy,0,,Online,6.691742104513296,56.0,119,0,0,Middle,89
P5280,F1506,JetBlue,DEN,JFK,2023-12-01 08:13:52,159,On-time,1038,235.15,62,Male,Low,Family,Premium Economy,0,Silver,Mobile App,7.312785022221177,19.0,58,0,0,Aisle,61
P5281,F1388,Southwest,ORD,JFK,2023-10-22 15:55:43,186,Cancelled,1137,367.71,32,Female,High,Leisure,Economy,4,Gold,Online,8.913087440252673,8.0,68,1,0,Window,120
